ee_number,job_title,current_employment_status,project_code,original_hire_date,last_hire_date,los_in_days,termination_date,reason_code,left,fired,flsa_binary,Days_Since_Promotion,Days_Since_Demotion,Days_Since_Rehire,Days_Since_TransferIn,Days_Since_TransferOut,Days_Since_NewHire
309634,Laborer Renewables,T,55105,06/06/23,06/06/23,526,11/13/2024,No Call-No Show,0,1,1,337,NoEvent,NoEvent,118,NoEvent,574
309644,Laborer Renewables,T,55085,06/06/23,06/06/23,104,09/18/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,574
309648,Laborer Renewables,T,55090,06/07/23,06/07/23,79,08/25/2023,Return to School,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,573
309657,Laborer Renewables,T,55085,06/08/23,06/08/23,125,10/11/23,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,572
309668,Laborer Renewables,T,55076,06/08/23,06/08/23,138,10/24/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,497,NoEvent,572
309668,Laborer Renewables,T,55076,06/08/23,06/08/23,138,10/24/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,456,NoEvent,572
309689,Laborer Renewables,T,55085,06/08/23,06/08/23,134,10/20/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,572
309033,Helper Renewables,T,55094,05/18/2023,05/18/2023,271,02/13/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,427,NoEvent,593
309043,Laborer App Renewables,A,55113,05/18/2023,05/18/2023,651,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,413,NoEvent,593
309043,Laborer App Renewables,A,55113,05/18/2023,05/18/2023,651,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,266,NoEvent,593
309045,Laborer Renewables,A,55105,05/17/2023,12/12/23,443,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,594
309048,HSE Site Technician,A,55113,05/18/2023,05/18/2023,651,Unknown,Unknown,0,0,1,575,302,NoEvent,421,NoEvent,593
309048,HSE Site Technician,A,55113,05/18/2023,05/18/2023,651,Unknown,Unknown,0,0,1,575,302,NoEvent,176,NoEvent,593
309048,HSE Site Technician,A,55113,05/18/2023,05/18/2023,651,Unknown,Unknown,0,0,1,575,302,NoEvent,61,NoEvent,593
309055,Laborer Renewables,T,55085,05/22/2023,05/22/2023,26,06/17/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,589
309060,Laborer Renewables,T,55303,05/23/2023,05/23/2023,178,11/17/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,588
309062,Laborer Renewables,T,55303,05/23/2023,05/23/2023,211,12/20/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,588
309071,Laborer Renewables,T,55090,05/23/2023,05/23/2023,59,07/21/2023,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309085,Laborer Renewables,A,55086,05/22/2023,05/22/2023,647,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,43,NoEvent,NoEvent
309091,Operator Renewables,T,55094,05/22/2023,05/22/2023,554,11/26/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,589
309111,Laborer Renewables,T,55094,05/22/2023,02/01/24,289,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,334,176,NoEvent,589
309111,Laborer Renewables,T,55094,05/22/2023,02/01/24,289,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,334,133,NoEvent,589
309114,Operator Renewables,A,55123,05/22/2023,05/22/2023,647,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,434,NoEvent,589
309114,Operator Renewables,A,55123,05/22/2023,05/22/2023,647,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,153,NoEvent,589
309114,Operator Renewables,A,55123,05/22/2023,05/22/2023,647,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,118,NoEvent,589
309114,Operator Renewables,A,55123,05/22/2023,05/22/2023,647,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-28,NoEvent,589
309127,Laborer Renewables,T,55085,05/22/2023,05/22/2023,102,09/01/23,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,589
309130,Laborer Renewables,T,55085,05/22/2023,05/22/2023,144,10/13/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,589
309134,Laborer Renewables,T,55094,05/22/2023,02/06/24,284,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,329,176,NoEvent,589
309134,Laborer Renewables,T,55094,05/22/2023,02/06/24,284,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,329,133,NoEvent,589
309143,Laborer Renewables,T,55093,05/23/2023,05/23/2023,19,06/11/23,Policy Viol-Other,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309158,Truck Driver Renewables,T,55086,05/23/2023,05/23/2023,55,07/17/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309183,Laborer Renewables,T,55100,05/22/2023,02/06/24,285,11/17/2024,Lack of Work,0,0,1,NoEvent,NoEvent,329,159,NoEvent,589
309185,Truck Driver Renewables,A,55138,12/16/2024,12/16/2024,73,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,15
309244,Laborer Renewables,T,55085,05/25/2023,05/25/2023,64,07/28/2023,Excessive Absenteeism,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,586
309249,Truck Driver Renewables,T,55085,05/25/2023,05/25/2023,204,12/15/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,586
309250,Laborer Renewables,T,55085,05/23/2023,05/23/2023,29,06/21/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309253,Laborer Renewables,T,55085,05/23/2023,05/23/2023,2,05/25/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,533,NoEvent,400,449,NoEvent,580
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,533,NoEvent,400,336,NoEvent,580
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,533,NoEvent,400,286,NoEvent,580
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,456,NoEvent,400,449,NoEvent,580
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,456,NoEvent,400,336,NoEvent,580
309265,Laborer Renewables,T,55094,05/31/2023,11/27/2023,355,11/16/2024,Lack of Work,0,0,1,456,NoEvent,400,286,NoEvent,580
309274,Laborer Renewables,T,55085,05/23/2023,05/23/2023,59,07/21/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,588
309286,Laborer Renewables,T,55093,05/25/2023,05/25/2023,85,08/18/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,586
306987,Laborer Renewables,T,55085,04/04/23,04/04/23,43,05/17/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307010,Laborer Renewables,T,55086,04/05/23,04/05/23,17,04/22/2023,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,636
307011,Laborer Renewables,T,55086,04/05/23,04/05/23,27,05/02/23,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,636
307020,Laborer Renewables,T,55093,04/04/23,04/04/23,178,09/29/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307035,Operator App Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,630
307035,Operator App Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,292,NoEvent,630
307035,Operator App Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,41,NoEvent,630
307036,Laborer Renewables,T,55093,04/04/23,04/04/23,285,01/14/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307055,Laborer Renewables,T,55306,04/12/23,04/12/23,8,04/20/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,629
307061,Laborer Renewables,T,55117,04/11/23,04/11/23,619,12/20/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,630
307061,Laborer Renewables,T,55117,04/11/23,04/11/23,619,12/20/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,293,NoEvent,630
307061,Laborer Renewables,T,55117,04/11/23,04/11/23,619,12/20/2024,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,252,NoEvent,630
307084,Operator Renewables,T,55306,04/12/23,04/12/23,65,06/16/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,629
307089,Laborer Renewables,T,55306,04/12/23,04/12/23,65,06/16/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,629
307115,Laborer Renewables,T,55085,04/11/23,04/11/23,190,10/18/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307120,Laborer Renewables,T,55090,04/11/23,04/11/23,158,09/16/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,560,NoEvent,630
307126,Laborer Renewables,T,55306,04/12/23,04/12/23,78,06/29/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,629
307127,Laborer Renewables,T,55307,04/18/2023,04/18/2023,115,08/11/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,582,NoEvent,623
307136,Laborer Renewables,T,55093,04/12/23,04/12/23,204,11/02/23,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,629
307145,Laborer Renewables,T,55093,04/11/23,04/11/23,34,05/15/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307157,Gen Foreman Renewables 2,T,55089,04/17/2023,04/17/2023,372,04/23/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,NoEvent,463,NoEvent,624
307157,Gen Foreman Renewables 2,T,55089,04/17/2023,04/17/2023,372,04/23/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,NoEvent,399,NoEvent,624
307157,Gen Foreman Renewables 2,T,55089,04/17/2023,04/17/2023,372,04/23/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,NoEvent,344,NoEvent,624
307159,Laborer Renewables,T,55143,04/11/23,01/17/2024,327,12/09/24,Lack of Work,0,0,1,NoEvent,NoEvent,349,251,NoEvent,630
307161,HSE Site Technician,T,55093,04/13/2023,04/13/2023,133,08/24/2023,Death,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,628
307167,Helper Renewables,T,55074,04/04/23,04/04/23,10,04/14/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307173,Helper Renewables,T,55074,04/07/23,04/07/23,21,04/28/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307174,Helper Renewables,T,55074,04/07/23,04/07/23,14,04/21/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307175,Intern,T,55086,05/22/2023,05/22/2023,77,08/07/23,Return to School,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
307180,Foreman Renewables,T,55074,04/07/23,04/07/23,21,04/28/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307182,Helper Renewables,T,Not Applicable,04/07/23,04/07/23,14,04/21/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307183,Operator Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,448,NoEvent,630
307183,Operator Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,48,NoEvent,630
307183,Operator Renewables,A,55113,04/11/23,04/11/23,688,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-51,NoEvent,630
306942,Laborer Renewables,T,55086,04/05/23,04/05/23,23,04/28/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,636
306947,Laborer Renewables,T,55087,04/04/23,04/04/23,8,04/12/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
306954,Operator Renewables,T,55094,04/17/2023,04/17/2023,288,01/30/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,456,NoEvent,NoEvent
306954,Operator Renewables,T,55094,04/17/2023,04/17/2023,288,01/30/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,357,NoEvent,NoEvent
306954,Operator Renewables,T,55094,04/17/2023,04/17/2023,288,01/30/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,349,NoEvent,NoEvent
306984,Laborer Renewables,T,55093,04/04/23,04/04/23,203,10/24/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
306988,Laborer Renewables,T,55093,04/04/23,04/04/23,203,10/24/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
306993,Laborer Renewables,T,55090,04/11/23,04/11/23,74,06/24/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307014,Laborer Renewables,T,55093,04/04/23,04/04/23,68,06/11/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307021,Laborer Renewables,T,55093,04/04/23,04/04/23,212,11/02/23,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307032,Helper Renewables,T,55074,04/04/23,04/04/23,24,04/28/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,637
307042,Helper Renewables,T,55074,04/05/23,04/05/23,23,04/28/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,636
307076,Operator Renewables,A,55143,04/12/23,06/18/2024,254,Unknown,Unknown,0,0,1,NoEvent,NoEvent,196,105,NoEvent,629
307085,Electrician Renewables,T,55074,04/05/23,04/05/23,23,04/28/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,636
307090,Laborer Renewables,T,55093,04/11/23,04/11/23,99,07/19/2023,Performance,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307100,Laborer Renewables,T,55093,04/11/23,04/11/23,61,06/11/23,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307119,Laborer Renewables,T,55094,04/11/23,02/13/2024,258,10/28/2024,Lack of Work,0,0,1,456,NoEvent,322,560,NoEvent,630
307119,Laborer Renewables,T,55094,04/11/23,02/13/2024,258,10/28/2024,Lack of Work,0,0,1,456,NoEvent,322,442,NoEvent,630
307119,Laborer Renewables,T,55094,04/11/23,02/13/2024,258,10/28/2024,Lack of Work,0,0,1,456,NoEvent,322,176,NoEvent,630
307119,Laborer Renewables,T,55094,04/11/23,02/13/2024,258,10/28/2024,Lack of Work,0,0,1,456,NoEvent,322,133,NoEvent,630
307123,Laborer Renewables,T,55093,04/11/23,04/11/23,61,06/11/23,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307124,Laborer Renewables,T,55093,04/11/23,04/11/23,217,11/14/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307132,Laborer Renewables,T,55087,04/11/23,04/11/23,24,05/05/23,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,630
307166,Laborer Renewables,T,55143,04/11/23,12/05/23,370,12/09/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,251,NoEvent,630
307172,Intern,T,55107,05/22/2023,05/20/2024,95,08/23/2024,Return to School,1,0,1,NoEvent,NoEvent,225,NoEvent,NoEvent,NoEvent
307176,Helper Renewables,T,55074,04/07/23,04/07/23,35,05/12/23,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307177,Intern,T,Not Applicable,05/22/2023,05/22/2023,403,06/28/2024,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
307190,Project Controller,A,55156,05/22/2023,06/17/2024,255,Unknown,Unknown,0,0,1,-6,NoEvent,197,-34,NoEvent,NoEvent
307197,Helper Renewables,T,55074,04/07/23,04/07/23,14,04/21/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,634
307199,Laborer Renewables,T,55093,04/19/2023,04/19/2023,32,05/21/2023,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,622
307207,HSE Site Technician,T,55076,04/03/23,04/03/23,2,04/05/23,Policy Viol-Other,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,638
309707,Operator Renewables,T,55076,06/13/2023,06/13/2023,44,07/27/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,567
309717,Operator Renewables,T,55091,06/08/23,06/08/23,116,10/02/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,470,NoEvent,572
309760,Helper Renewables,T,55304,06/14/2023,06/14/2023,44,07/28/2023,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,566
309819,Laborer Renewables,T,55076,06/12/23,06/12/23,130,10/20/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,491,NoEvent,568
309819,Laborer Renewables,T,55076,06/12/23,06/12/23,130,10/20/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,439,NoEvent,568
309919,Laborer Renewables,T,55093,06/15/2023,06/15/2023,83,09/06/23,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,565
309950,HR Recruiter,A,Not Applicable,06/26/2023,06/26/2023,612,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,554
309990,Wind Turbine Technician,A,Not Applicable,06/26/2023,06/26/2023,612,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,89,NoEvent,554
310030,Laborer Renewables,T,55304,06/16/2023,06/16/2023,96,09/20/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,564
310046,Laborer Renewables,T,55100,06/19/2023,01/19/2024,262,10/07/24,Personal/Family,1,0,1,NoEvent,NoEvent,347,455,NoEvent,561
310046,Laborer Renewables,T,55100,06/19/2023,01/19/2024,262,10/07/24,Personal/Family,1,0,1,NoEvent,NoEvent,347,329,NoEvent,561
310046,Laborer Renewables,T,55100,06/19/2023,01/19/2024,262,10/07/24,Personal/Family,1,0,1,NoEvent,NoEvent,347,162,NoEvent,561
310080,Laborer Renewables,T,55093,06/20/2023,06/20/2023,16,07/06/23,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,560
310089,Laborer Renewables,T,55094,06/20/2023,04/17/2024,130,08/25/2024,Resignation,1,0,1,NoEvent,NoEvent,258,NoEvent,NoEvent,560
310095,Laborer Renewables,T,55076,06/20/2023,06/20/2023,36,07/26/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,560
310138,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,491,NoEvent,561
310138,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,455,NoEvent,561
310138,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,425,NoEvent,561
310138,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,407,NoEvent,561
310138,Laborer Renewables,A,55143,06/19/2023,06/19/2023,619,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,342,NoEvent,561
310139,Laborer Renewables,T,55076,06/19/2023,06/19/2023,12,07/01/23,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,561
310145,Foreman Renewables,A,55138,07/13/2023,05/29/2024,274,Unknown,Unknown,0,0,1,-34,NoEvent,216,133,NoEvent,537
310158,Operator Renewables,T,55089,06/22/2023,04/02/24,86,06/27/2024,Other Job,1,0,1,NoEvent,NoEvent,273,NoEvent,NoEvent,558
310159,Quality Site Manager,A,55143,07/10/23,07/10/23,598,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,397,NoEvent,540
310159,Quality Site Manager,A,55143,07/10/23,07/10/23,598,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,330,NoEvent,540
310159,Quality Site Manager,A,55143,07/10/23,07/10/23,598,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,273,NoEvent,540
310159,Quality Site Manager,A,55143,07/10/23,07/10/23,598,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,237,NoEvent,540
310177,Laborer Renewables,T,55076,06/20/2023,06/20/2023,89,09/17/2023,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,560
310256,Laborer Renewables,T,55109,06/28/2023,02/20/2024,280,11/26/2024,Lack of Work,0,0,1,NoEvent,NoEvent,315,476,NoEvent,552
310256,Laborer Renewables,T,55109,06/28/2023,02/20/2024,280,11/26/2024,Lack of Work,0,0,1,NoEvent,NoEvent,315,439,NoEvent,552
310257,Field Admin,A,55113,06/27/2023,12/18/2023,437,Unknown,Unknown,0,0,1,NoEvent,NoEvent,379,491,NoEvent,553
310257,Field Admin,A,55113,06/27/2023,12/18/2023,437,Unknown,Unknown,0,0,1,NoEvent,NoEvent,379,439,NoEvent,553
310257,Field Admin,A,55113,06/27/2023,12/18/2023,437,Unknown,Unknown,0,0,1,NoEvent,NoEvent,379,48,NoEvent,553
310262,Laborer Renewables,T,55103,06/27/2023,02/13/2024,87,05/10/24,Resignation,1,0,1,NoEvent,NoEvent,322,292,NoEvent,553
310279,Laborer Renewables,T,55094,06/28/2023,03/12/24,184,09/12/24,Resignation,1,0,1,NoEvent,NoEvent,294,474,NoEvent,552
310331,Civil Engineer,T,Not Applicable,07/10/23,07/10/23,436,09/18/2024,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,540
310363,Laborer Renewables,A,55123,06/27/2023,01/21/2025,37,Unknown,Unknown,0,0,1,NoEvent,NoEvent,398,154,NoEvent,553
310363,Laborer Renewables,A,55123,06/27/2023,01/21/2025,37,Unknown,Unknown,0,0,1,NoEvent,NoEvent,-21,154,NoEvent,553
310383,Laborer Renewables,T,55094,06/28/2023,02/15/2024,275,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,320,474,NoEvent,552
310383,Laborer Renewables,T,55094,06/28/2023,02/15/2024,275,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,320,439,NoEvent,552
310383,Laborer Renewables,T,55094,06/28/2023,02/15/2024,275,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,320,118,NoEvent,552
310383,Laborer Renewables,T,55094,06/28/2023,02/15/2024,275,11/16/2024,Lack of Work,0,0,1,NoEvent,NoEvent,320,83,NoEvent,552
310384,Laborer Renewables,T,55085,08/24/2023,08/24/2023,55,10/18/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,495
310385,Laborer Renewables,T,55090,06/28/2023,06/28/2023,45,08/12/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,552
310386,Laborer Renewables,T,55093,07/06/23,07/06/23,40,08/15/2023,Personal/Family,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,544
309288,Laborer Renewables,T,55143,05/25/2023,01/23/2024,321,12/09/24,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,586
309318,Laborer Renewables,T,55085,06/01/23,06/01/23,139,10/18/2023,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,579
309336,Field Admin,A,55812,06/05/23,11/04/24,115,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,-21,NoEvent,NoEvent
309359,Laborer Renewables,T,55085,05/30/2023,05/30/2023,113,09/20/2023,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,581
309372,Laborer Renewables,T,55107,05/30/2023,05/30/2023,276,03/01/24,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,413,NoEvent,581
309402,Laborer Renewables,T,55091,05/30/2023,05/30/2023,491,10/02/24,Other Job,1,0,1,NoEvent,NoEvent,NoEvent,139,NoEvent,NoEvent
309444,Laborer Renewables,T,55303,06/01/23,06/01/23,154,11/02/23,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,484,NoEvent,579
309528,Helper Renewables,T,55310,06/06/23,06/06/23,16,06/22/2023,No Call-No Show,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
309542,Laborer Renewables,T,55094,06/06/23,06/20/2024,149,11/16/2024,Lack of Work,0,0,1,533,NoEvent,194,449,NoEvent,574
309542,Laborer Renewables,T,55094,06/06/23,06/20/2024,149,11/16/2024,Lack of Work,0,0,1,533,NoEvent,194,133,NoEvent,574
309542,Laborer Renewables,T,55094,06/06/23,06/20/2024,149,11/16/2024,Lack of Work,0,0,1,456,NoEvent,194,449,NoEvent,574
309542,Laborer Renewables,T,55094,06/06/23,06/20/2024,149,11/16/2024,Lack of Work,0,0,1,456,NoEvent,194,133,NoEvent,574
309560,Laborer Renewables,T,55307,06/05/23,06/05/23,67,08/11/23,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,575
309565,Laborer Renewables,T,55107,06/08/23,06/08/23,258,02/21/2024,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,411,NoEvent,NoEvent
309566,Operator Renewables,A,55138,06/06/23,01/30/2024,394,Unknown,Unknown,0,0,1,134,NoEvent,336,78,NoEvent,574
309566,Operator Renewables,A,55138,06/06/23,01/30/2024,394,Unknown,Unknown,0,0,1,134,NoEvent,336,48,NoEvent,574
309571,Foreman Renewables,A,55094,06/07/23,02/21/2024,372,Unknown,Unknown,0,0,1,50,NoEvent,314,NoEvent,NoEvent,573
309580,Laborer Renewables,T,55093,06/08/23,06/08/23,15,06/23/2023,Policy Viol-Other,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,572
309583,Operator Renewables,T,55117,06/06/23,06/20/2024,170,12/07/24,Seasonal Layoff,0,1,1,519,NoEvent,194,NoEvent,NoEvent,574
