ee_number,job_title,current_employment_status,project_code,original_hire_date,last_hire_date,los_in_days,termination_date,reason_code,left,fired,flsa_binary,Days_Since_Promotion,Days_Since_Demotion,Days_Since_Rehire,Days_Since_TransferIn,Days_Since_TransferOut,Days_Since_NewHire
286456,Gen Foreman Renewables,A,55105,02/22/2021,08/26/2024,185,Unknown,Unknown,0,0,1,897,NoEvent,NoEvent,596,NoEvent,1408
286456,Gen Foreman Renewables,A,55105,02/22/2021,08/26/2024,185,Unknown,Unknown,0,0,1,897,NoEvent,NoEvent,427,NoEvent,1408
286456,Gen Foreman Renewables,A,55105,02/22/2021,08/26/2024,185,Unknown,Unknown,0,0,1,897,NoEvent,NoEvent,386,NoEvent,1408
286456,Gen Foreman Renewables,A,55105,02/22/2021,08/26/2024,185,Unknown,Unknown,0,0,1,897,NoEvent,NoEvent,336,NoEvent,1408
286458,Helper Renewables,T,55074,02/22/2021,06/29/2021,66,09/03/21,Lack of Work,0,0,1,NoEvent,NoEvent,1281,NoEvent,NoEvent,1408
286463,Unknown,T,55073,02/22/2021,02/22/2021,6,02/28/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1408
286467,Site Manager,A,55123,02/24/2021,02/24/2021,"1,464",Unknown,Unknown,0,0,1,918,NoEvent,NoEvent,792,NoEvent,1406
286467,Site Manager,A,55123,02/24/2021,02/24/2021,"1,464",Unknown,Unknown,0,0,1,918,NoEvent,NoEvent,141,NoEvent,1406
286467,Site Manager,A,55123,02/24/2021,02/24/2021,"1,464",Unknown,Unknown,0,0,1,589,NoEvent,NoEvent,792,NoEvent,1406
286467,Site Manager,A,55123,02/24/2021,02/24/2021,"1,464",Unknown,Unknown,0,0,1,589,NoEvent,NoEvent,141,NoEvent,1406
286471,Laborer Renewables,T,55073,02/22/2021,02/22/2021,26,03/20/2021,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1408
286476,Laborer Renewables,T,55107,02/22/2021,06/13/2023,134,10/25/2023,Resignation,1,0,1,NoEvent,NoEvent,567,427,NoEvent,1408
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,1044,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,1002,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,728,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,715,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,568,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,497,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,343,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,981,NoEvent,1259,-21,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,1044,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,1002,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,728,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,715,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,568,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,497,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,343,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,575,NoEvent,1259,-21,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,1044,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,1002,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,728,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,715,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,568,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,497,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,343,NoEvent,1406
286481,Foreman Renewables,A,55138,02/24/2021,07/21/2021,"1,317",Unknown,Unknown,0,0,1,1198,NoEvent,1259,-21,NoEvent,1406
286491,Laborer Renewables,T,55073,02/23/2021,02/23/2021,37,04/01/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1407
286493,Laborer Renewables,T,55073,02/23/2021,02/23/2021,17,03/12/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1407
286496,Unknown,T,55073,02/23/2021,02/23/2021,5,02/28/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1407
286500,Laborer Renewables,T,55094,02/24/2021,09/06/22,136,01/20/2023,Resignation,1,0,1,1072,NoEvent,847,788,NoEvent,1406
286500,Laborer Renewables,T,55094,02/24/2021,09/06/22,136,01/20/2023,Resignation,1,0,1,1072,NoEvent,1203,788,NoEvent,1406
286505,Laborer Renewables,T,55073,02/24/2021,02/24/2021,49,04/14/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1406
286506,Operator Renewables,T,55073,02/24/2021,02/24/2021,49,04/14/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1406
286279,Laborer Renewables,T,55073,01/26/2021,01/26/2021,58,03/25/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1435
286282,Laborer Renewables,T,55085,01/26/2021,05/16/2023,147,10/10/23,Resignation,1,0,1,582,NoEvent,1167,NoEvent,NoEvent,1435
286282,Laborer Renewables,T,55085,01/26/2021,05/16/2023,147,10/10/23,Resignation,1,0,1,582,NoEvent,595,NoEvent,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,1163,687,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,1163,567,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,1163,43,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,126,687,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,126,567,NoEvent,1435
286284,Laborer Renewables,A,55087,01/26/2021,08/27/2024,184,Unknown,Unknown,0,0,1,1072,NoEvent,126,43,NoEvent,1435
286285,Laborer Renewables,T,55073,01/26/2021,01/26/2021,109,05/15/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,1128,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,826,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,637,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,617,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,491,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1001,435,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,1128,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,826,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,637,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,617,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,491,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,833,435,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,1128,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,826,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,637,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,617,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,491,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1281,435,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,1128,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,826,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,637,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,617,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,491,NoEvent,1435
286287,Foreman Renewables,T,55076,01/26/2021,09/20/2022,395,10/20/2023,Lack of Work,0,0,1,568,NoEvent,1195,435,NoEvent,1435
286290,Laborer Renewables,T,55072,02/01/21,02/01/21,87,04/29/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1429
286294,Laborer Renewables,T,55072,02/01/21,02/01/21,50,03/23/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1429
286300,Laborer Renewables,T,55072,02/01/21,02/01/21,123,06/04/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1429
286310,Laborer Renewables,T,55072,02/02/21,02/02/21,66,04/09/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1428
286323,Foreman Renewables,T,55071,02/03/21,02/03/21,150,07/03/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1427
286331,Laborer Renewables,T,55071,02/04/21,02/04/21,78,04/23/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1426
286348,Laborer Renewables,T,55075,02/09/21,08/31/2021,141,01/19/2022,Lack of Work,0,0,1,NoEvent,NoEvent,1218,NoEvent,NoEvent,1421
286349,Laborer Renewables,T,55075,02/09/21,09/02/21,75,11/16/2021,Discharge,0,1,1,NoEvent,NoEvent,1216,NoEvent,NoEvent,1421
286360,Laborer Renewables,T,55073,02/08/21,02/08/21,70,04/19/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1422
286364,Helper Renewables,T,55074,05/11/21,05/11/21,115,09/03/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
286369,Laborer Renewables,T,55072,02/11/21,02/11/21,85,05/07/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1419
286381,Laborer Renewables,T,55071,02/11/21,02/11/21,146,07/07/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1419
286400,Operator Renewables,T,55094,02/11/21,04/16/2024,162,09/25/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,259,953,NoEvent,1419
286400,Operator Renewables,T,55094,02/11/21,04/16/2024,162,09/25/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,259,866,NoEvent,1419
286400,Operator Renewables,T,55094,02/11/21,04/16/2024,162,09/25/2024,Policy Viol-Safety,0,1,1,NoEvent,NoEvent,259,651,NoEvent,1419
286402,Laborer Renewables,T,55074,02/11/21,06/29/2021,80,09/17/2021,Lack of Work,0,0,1,NoEvent,NoEvent,1281,NoEvent,NoEvent,1419
286417,Foreman Renewables,T,55075,02/18/2021,02/18/2021,311,12/26/2021,Excessive Absenteeism,0,1,1,NoEvent,NoEvent,NoEvent,1156,NoEvent,1412
286430,Operator Renewables,A,55100,02/18/2021,02/18/2021,"1,470",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,939,NoEvent,1412
286430,Operator Renewables,A,55100,02/18/2021,02/18/2021,"1,470",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,399,NoEvent,1412
286430,Operator Renewables,A,55100,02/18/2021,02/18/2021,"1,470",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,259,NoEvent,1412
286430,Operator Renewables,A,55100,02/18/2021,02/18/2021,"1,470",Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,1282,NoEvent,1412
286473,Unknown,T,55073,02/22/2021,02/22/2021,13,03/07/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1408
286475,Laborer Renewables,T,55073,02/22/2021,02/22/2021,51,04/14/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1408
286478,Laborer Renewables,T,55073,02/22/2021,02/22/2021,6,02/28/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1408
286480,Laborer Renewables,T,55100,02/24/2021,01/09/24,49,02/27/2024,No Call-No Show,0,1,1,NoEvent,NoEvent,775,NoEvent,NoEvent,1406
286480,Laborer Renewables,T,55100,02/24/2021,01/09/24,49,02/27/2024,No Call-No Show,0,1,1,NoEvent,NoEvent,357,NoEvent,NoEvent,1406
286480,Laborer Renewables,T,55100,02/24/2021,01/09/24,49,02/27/2024,No Call-No Show,0,1,1,NoEvent,NoEvent,1259,NoEvent,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,862,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,789,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,568,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,421,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,337,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,1163,NoEvent,1239,148,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,862,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,789,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,568,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,421,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,337,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,491,NoEvent,1239,148,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,862,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,789,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,568,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,421,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,337,NoEvent,1406
286482,Foreman Renewables,A,55113,02/24/2021,08/10/21,"1,297",Unknown,Unknown,0,0,1,246,NoEvent,1239,148,NoEvent,1406
285972,Laborer Renewables,T,55072,01/05/21,01/05/21,66,03/12/21,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1456
285976,Field Admin,T,55071,01/18/2021,01/18/2021,99,04/27/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1443
285982,Laborer Renewables,T,55072,01/06/21,01/06/21,63,03/10/21,Discharge,0,1,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1455
285984,Laborer Renewables,T,55072,01/06/21,07/17/2023,72,09/27/2023,Lack of Work,0,0,1,NoEvent,NoEvent,533,NoEvent,NoEvent,1455
285985,Laborer Renewables,T,55072,01/06/21,01/06/21,149,06/04/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1455
285987,Laborer Renewables,T,55090,01/06/21,10/04/22,319,08/19/2023,Personal/Family,1,0,1,NoEvent,NoEvent,819,670,NoEvent,1455
285987,Laborer Renewables,T,55090,01/06/21,10/04/22,319,08/19/2023,Personal/Family,1,0,1,NoEvent,NoEvent,819,1324,NoEvent,1455
285993,Gen Foreman Renewables,T,55081,01/05/21,09/14/2021,140,02/01/22,Other Job,1,0,1,NoEvent,NoEvent,1204,1177,NoEvent,1456
286012,Operator Renewables,A,55094,01/06/21,03/20/2023,710,Unknown,Unknown,0,0,1,NoEvent,NoEvent,652,252,NoEvent,1455
286012,Operator Renewables,A,55094,01/06/21,03/20/2023,710,Unknown,Unknown,0,0,1,NoEvent,NoEvent,652,161,NoEvent,1455
286017,Foreman Renewables,T,55081,01/06/21,08/31/2021,399,10/04/22,Personal/Family,1,0,1,NoEvent,NoEvent,1218,NoEvent,NoEvent,1455
286035,Laborer Renewables,T,55071,01/11/21,01/11/21,71,03/23/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1450
286039,Laborer Renewables,T,55072,01/11/21,01/11/21,52,03/04/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1450
286064,Laborer Renewables,T,55071,01/13/2021,01/13/2021,85,04/08/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1448
286080,Laborer Renewables,T,55073,01/12/21,01/12/21,15,01/27/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286087,Electrician Renewables,T,55073,01/12/21,01/12/21,55,03/08/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286088,Gen Foreman Renewables 2,A,55105,01/12/21,01/12/21,"1,507",Unknown,Unknown,0,0,1,589,NoEvent,NoEvent,589,NoEvent,1449
286088,Gen Foreman Renewables 2,A,55105,01/12/21,01/12/21,"1,507",Unknown,Unknown,0,0,1,589,NoEvent,NoEvent,414,NoEvent,1449
286091,Laborer Renewables,T,55073,01/12/21,01/12/21,72,03/25/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286092,Gen Foreman Renewables 2,A,55105,01/12/21,01/26/2023,763,Unknown,Unknown,0,0,1,407,NoEvent,705,344,NoEvent,1449
286092,Gen Foreman Renewables 2,A,55105,01/12/21,01/26/2023,763,Unknown,Unknown,0,0,1,407,NoEvent,705,477,NoEvent,1449
286092,Gen Foreman Renewables 2,A,55105,01/12/21,01/26/2023,763,Unknown,Unknown,0,0,1,36,NoEvent,705,344,NoEvent,1449
286092,Gen Foreman Renewables 2,A,55105,01/12/21,01/26/2023,763,Unknown,Unknown,0,0,1,36,NoEvent,705,477,NoEvent,1449
286096,Laborer Renewables,T,55073,01/12/21,01/12/21,90,04/12/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286097,Foreman Renewables,T,55074,01/11/21,01/11/21,91,04/12/21,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1450
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,568,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,474,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,462,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,57,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,29,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,684,-22,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,568,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,474,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,462,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,57,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,29,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,292,-22,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,568,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,474,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,462,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,57,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,29,NoEvent,1447
286100,Laborer Renewables,A,55123,01/14/2021,03/14/2024,350,Unknown,Unknown,0,0,1,NoEvent,NoEvent,1195,-22,NoEvent,1447
286114,Laborer Renewables,T,55073,01/13/2021,01/13/2021,82,04/05/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1448
286125,Laborer Renewables,T,55072,01/18/2021,07/27/2021,0,07/27/2021,Transferred out,0,0,1,NoEvent,NoEvent,1253,NoEvent,1253,1443
286141,Operator Renewables,A,55105,01/12/21,06/06/24,266,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286141,Operator Renewables,A,55105,01/12/21,06/06/24,266,Unknown,Unknown,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1449
286161,Operator Renewables,T,55073,01/18/2021,01/18/2021,1,01/19/2021,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1443
286163,Laborer Renewables,T,55073,01/18/2021,01/18/2021,145,06/12/21,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1443
286164,Electrician Renewables,T,55073,01/18/2021,01/18/2021,86,04/14/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,1443
286166,Foreman Renewables,A,55105,01/18/2021,03/26/2024,338,Unknown,Unknown,0,0,1,253,NoEvent,280,NoEvent,NoEvent,1443
284067,Laborer Renewables,T,55086,08/17/2020,01/06/21,"1,444",12/20/2024,Resignation,1,0,1,967,NoEvent,NoEvent,399,NoEvent,1455
284067,Laborer Renewables,T,55086,08/17/2020,01/06/21,"1,444",12/20/2024,Resignation,1,0,1,967,NoEvent,NoEvent,1245,NoEvent,1455
284067,Laborer Renewables,T,55086,08/17/2020,01/06/21,"1,444",12/20/2024,Resignation,1,0,1,442,NoEvent,NoEvent,399,NoEvent,1455
284067,Laborer Renewables,T,55086,08/17/2020,01/06/21,"1,444",12/20/2024,Resignation,1,0,1,442,NoEvent,NoEvent,1245,NoEvent,1455
284097,Superintendent Renewbls,T,55076,05/04/21,05/04/21,401,06/09/22,Resignation,1,0,1,NoEvent,NoEvent,NoEvent,1089,NoEvent,1337
284100,Foreman Renewables,T,55074,04/20/2021,04/20/2021,213,11/19/2021,Lack of Work,0,0,1,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent,NoEvent
